date,region,category,product,promotion,sales,units_sold,inventory
2026-03-12,East,Beverages,Energy Drink,No,71983.0,1725,3307
2026-03-12,East,Snacks,Biscuits,Yes,97225.11,4056,635
2026-03-12,East,Dairy,Milk,No,69603.0,1823,1953
2026-03-12,West,Beverages,Juice,Yes,149688.26,6362,4450
2026-03-12,West,Snacks,Namkeen,Yes,162894.02,8130,4034
2026-03-12,West,Dairy,Cheese,No,98546.0,2130,4840
2026-03-13,North,Beverages,Juice,Yes,151322.61,4813,1300
2026-03-13,North,Snacks,Biscuits,Yes,103628.35,3841,1186
2026-03-13,North,Dairy,Yogurt,No,83791.0,3264,558
2026-03-13,South,Beverages,Energy Drink,Yes,130193.54,3284,3087
2026-03-13,South,Snacks,Biscuits,No,63970.0,2595,2577
2026-03-13,South,Dairy,Yogurt,No,124012.0,4004,2757
2026-03-13,East,Beverages,Energy Drink,No,148955.0,5704,4452
2026-03-13,East,Snacks,Chips,No,123281.0,3363,2578
2026-03-13,East,Dairy,Yogurt,No,142470.0,4460,1631
2026-03-13,West,Beverages,Energy Drink,Yes,173021.72,3978,1825
2026-03-13,West,Snacks,Chips,Yes,142307.01,4719,926
2026-03-13,West,Dairy,Milk,No,133345.0,6614,1246
2026-03-14,North,Beverages,Cola,No,128675.0,3892,1024
2026-03-14,North,Snacks,Biscuits,Yes,110834.32,5244,3648
2026-03-14,North,Dairy,Yogurt,No,143271.0,2929,970
2026-03-14,South,Beverages,Cola,No,107536.0,5291,4744
2026-03-14,South,Snacks,Biscuits,Yes,72640.89,2056,2397
2026-03-14,South,Dairy,Cheese,Yes,153676.16,5654,502
2026-03-14,East,Beverages,Cola,Yes,114938.32,3756,3737
2026-03-14,East,Snacks,Biscuits,Yes,130190.43,3166,1238
2026-03-14,East,Dairy,Cheese,No,145176.0,3233,3351
2026-03-14,West,Beverages,Juice,No,79661.0,2085,2093
2026-03-14,West,Snacks,Biscuits,No,125354.0,6224,1933
2026-03-14,West,Dairy,Yogurt,Yes,138217.82,4794,1458
2026-03-15,North,Beverages,Energy Drink,No,120504.0,2714,2549
2026-03-15,North,Snacks,Namkeen,No,99424.0,2694,2492
2026-03-15,North,Dairy,Yogurt,No,139337.0,4119,724
2026-03-15,South,Beverages,Juice,Yes,93869.35,2406,2305
2026-03-15,South,Snacks,Namkeen,Yes,111827.92,3655,4888
2026-03-15,South,Dairy,Milk,No,82539.0,2884,3768
2026-03-15,East,Beverages,Energy Drink,No,59965.0,1636,1962
2026-03-15,East,Snacks,Biscuits,No,96338.0,3627,2704
2026-03-15,East,Dairy,Milk,Yes,152464.11,5637,2482
2026-03-15,West,Beverages,Juice,Yes,92915.15,3379,3416
2026-03-15,West,Snacks,Chips,Yes,90423.42,2245,4535
2026-03-15,West,Dairy,Cheese,Yes,167836.3,3693,3540
2026-03-16,North,Beverages,Energy Drink,No,114532.0,2439,2750
2026-03-16,North,Snacks,Biscuits,Yes,138531.44,5195,1550
2026-03-16,North,Dairy,Milk,No,112694.0,2338,766
2026-03-16,South,Beverages,Energy Drink,No,101605.0,2217,1931
2026-03-16,South,Snacks,Biscuits,Yes,177672.92,6029,568
2026-03-16,South,Dairy,Milk,Yes,127088.73,4270,2627
2026-03-16,East,Beverages,Cola,No,81082.0,2887,3310
2026-03-16,East,Snacks,Biscuits,Yes,141585.0,4346,3549
2026-03-16,East,Dairy,Yogurt,No,86651.0,2584,1574
2026-03-16,West,Beverages,Energy Drink,Yes,83041.87,1882,4040
2026-03-16,West,Snacks,Biscuits,Yes,92616.22,2196,4374
2026-03-16,West,Dairy,Milk,Yes,131548.55,2637,4735
2026-03-17,North,Beverages,Energy Drink,No,113782.0,3923,890
2026-03-17,North,Snacks,Biscuits,Yes,161446.35,6100,2583
2026-03-17,North,Dairy,Yogurt,Yes,144199.23,5188,3451
2026-03-17,South,Beverages,Energy Drink,No,95107.0,4617,1493
2026-03-17,South,Snacks,Biscuits,Yes,159871.16,4050,1929
2026-03-17,South,Dairy,Yogurt,No,92610.0,2303,4493
2026-03-17,East,Beverages,Energy Drink,No,60277.0,1917,2847
2026-03-17,East,Snacks,Biscuits,Yes,92990.02,1943,3955
2026-03-17,East,Dairy,Cheese,No,59351.0,2652,3314
2026-03-17,West,Beverages,Cola,No,91533.0,2312,2691
2026-03-17,West,Snacks,Namkeen,No,85553.0,1834,3475
2026-03-17,West,Dairy,Cheese,No,104262.0,4167,689
2026-03-18,North,Beverages,Cola,Yes,160774.68,3799,1155
2026-03-18,North,Snacks,Chips,Yes,115398.45,5266,4376
2026-03-18,North,Dairy,Cheese,Yes,71163.58,1992,1181
2026-03-18,South,Beverages,Cola,No,131015.0,5313,3693
2026-03-18,South,Snacks,Biscuits,Yes,108907.66,3271,1535
2026-03-18,South,Dairy,Milk,Yes,59685.21,1943,3164
2026-03-18,East,Beverages,Juice,No,120855.0,2515,4993
2026-03-18,East,Snacks,Biscuits,Yes,178464.53,4730,4240
2026-03-18,East,Dairy,Cheese,No,118610.0,3026,4872
2026-03-18,West,Beverages,Juice,No,113131.0,3126,1233
2026-03-18,West,Snacks,Biscuits,No,97943.0,3026,1775
2026-03-18,West,Dairy,Yogurt,Yes,62864.83,1470,1616
2026-03-19,North,Beverages,Juice,No,111498.0,3092,4529
2026-03-19,North,Snacks,Biscuits,No,51197.0,1191,2899
2026-03-19,North,Dairy,Cheese,Yes,64419.37,2510,4080
2026-03-19,South,Beverages,Juice,Yes,93853.97,2383,3599
2026-03-19,South,Snacks,Chips,No,60382.0,1848,2462
2026-03-19,South,Dairy,Cheese,No,87313.0,2213,4857
2026-03-19,East,Beverages,Juice,No,74641.0,1636,1994
2026-03-19,East,Snacks,Chips,No,64464.0,1648,4209
2026-03-19,East,Dairy,Yogurt,No,74613.0,2519,1746
2026-03-19,West,Beverages,Cola,Yes,103502.1,3636,1524
2026-03-19,West,Snacks,Namkeen,No,145303.0,7176,1238
2026-03-19,West,Dairy,Milk,Yes,133636.45,4098,4582
2026-03-20,North,Beverages,Juice,No,141348.0,3231,3205
2026-03-20,North,Snacks,Chips,Yes,67664.29,2129,4949
2026-03-20,North,Dairy,Yogurt,Yes,102914.65,3742,3625
2026-03-20,South,Beverages,Cola,Yes,168772.23,3912,4128
2026-03-20,South,Snacks,Chips,Yes,94238.28,2184,4769
2026-03-20,South,Dairy,Cheese,Yes,136242.9,2789,3146
2026-03-20,East,Beverages,Cola,Yes,203885.57,5722,2575
2026-03-20,East,Snacks,Biscuits,No,76047.0,2468,926
2026-03-20,East,Dairy,Cheese,Yes,75868.35,2297,623
2026-03-20,West,Beverages,Cola,No,126637.0,5368,2491
2026-03-20,West,Snacks,Chips,Yes,168431.64,4916,1769
2026-03-20,West,Dairy,Yogurt,Yes,94767.77,4167,3272
2026-03-21,North,Beverages,Energy Drink,Yes,69785.7,2834,4893
2026-03-21,North,Snacks,Chips,Yes,133289.62,2695,3345
2026-03-21,North,Dairy,Yogurt,Yes,68995.11,2244,1603
2026-03-21,South,Beverages,Juice,Yes,149053.62,4053,4946
2026-03-21,South,Snacks,Namkeen,No,74874.0,2023,4953
2026-03-21,South,Dairy,Yogurt,No,145997.0,4287,1813
2026-03-21,East,Beverages,Cola,Yes,129450.81,4639,3507
2026-03-21,East,Snacks,Biscuits,Yes,167272.58,3981,653
2026-03-21,East,Dairy,Cheese,No,131290.0,4833,1018
2026-03-21,West,Beverages,Energy Drink,No,74886.0,2096,4575
2026-03-21,West,Snacks,Namkeen,Yes,154459.13,4782,3138
2026-03-21,West,Dairy,Milk,Yes,153872.2,7219,1563
2026-03-22,North,Beverages,Cola,Yes,86591.07,3362,760
2026-03-22,North,Snacks,Namkeen,No,136235.0,3926,2596
2026-03-22,North,Dairy,Milk,No,78930.0,2067,1080
2026-03-22,South,Beverages,Cola,Yes,169586.97,3631,1155
2026-03-22,South,Snacks,Biscuits,Yes,123327.47,2561,3907
2026-03-22,South,Dairy,Yogurt,Yes,154383.75,7275,1076
2026-03-22,East,Beverages,Juice,Yes,108691.41,4743,2392
2026-03-22,East,Snacks,Namkeen,No,74832.0,2901,2537
2026-03-22,East,Dairy,Cheese,Yes,163200.95,5028,1364
2026-03-22,West,Beverages,Energy Drink,No,138407.0,4099,3998
2026-03-22,West,Snacks,Chips,Yes,93158.9,2651,1795
2026-03-22,West,Dairy,Cheese,No,96179.0,2043,3159
2026-03-23,North,Beverages,Juice,No,133000.0,4040,3149
2026-03-23,North,Snacks,Namkeen,Yes,156459.72,5006,2581
2026-03-23,North,Dairy,Yogurt,No,108654.0,2226,501
2026-03-23,South,Beverages,Energy Drink,Yes,111616.4,3141,2972
2026-03-23,South,Snacks,Chips,No,79083.0,2990,3079
2026-03-23,South,Dairy,Milk,No,122569.0,3468,1767
2026-03-23,East,Beverages,Cola,Yes,133148.12,5512,3507
2026-03-23,East,Snacks,Namkeen,Yes,94784.19,3267,3775
2026-03-23,East,Dairy,Cheese,Yes,164252.11,5522,4452
2026-03-23,West,Beverages,Cola,No,140386.0,3416,1281
2026-03-23,West,Snacks,Namkeen,No,54898.0,1309,3625
2026-03-23,West,Dairy,Milk,Yes,113005.68,2538,3912
2026-03-24,North,Beverages,Cola,Yes,191782.1,5037,593
2026-03-24,North,Snacks,Namkeen,No,57094.0,1959,837
2026-03-24,North,Dairy,Yogurt,Yes,116114.39,4361,913
2026-03-24,South,Beverages,Energy Drink,No,108407.0,2545,4634
2026-03-24,South,Snacks,Chips,Yes,126543.88,3975,1582
2026-03-24,South,Dairy,Yogurt,Yes,142872.11,6651,3770
2026-03-24,East,Beverages,Juice,Yes,127849.67,2958,1568
2026-03-24,East,Snacks,Chips,No,123308.0,4752,3738
2026-03-24,East,Dairy,Cheese,Yes,158740.78,3773,2517
2026-03-24,West,Beverages,Cola,Yes,113171.71,3810,1233
2026-03-24,West,Snacks,Chips,No,105514.0,3408,2060
2026-03-24,West,Dairy,Yogurt,No,127840.0,3223,2997
2026-03-25,North,Beverages,Cola,No,130769.0,2928,4122
2026-03-25,North,Snacks,Namkeen,Yes,119955.62,2692,2135
2026-03-25,North,Dairy,Cheese,No,70446.0,1648,1202
2026-03-25,South,Beverages,Cola,Yes,113344.55,2371,2856
2026-03-25,South,Snacks,Chips,No,140937.0,3193,2999
2026-03-25,South,Dairy,Yogurt,No,52981.0,1768,4907
2026-03-25,East,Beverages,Cola,Yes,152873.88,5507,4456
2026-03-25,East,Snacks,Namkeen,Yes,184793.55,8991,4815
2026-03-25,East,Dairy,Milk,No,72324.0,3317,2144
2026-03-25,West,Beverages,Energy Drink,No,56957.0,1677,568
2026-03-25,West,Snacks,Chips,No,136556.0,4852,3450
2026-03-25,West,Dairy,Milk,Yes,120158.03,3043,2393
2026-03-26,North,Beverages,Juice,Yes,113763.43,3000,1221
2026-03-26,North,Snacks,Chips,Yes,160717.52,4364,676
2026-03-26,North,Dairy,Milk,Yes,142251.78,4099,1786
2026-03-26,South,Beverages,Cola,No,139694.0,4571,2976
2026-03-26,South,Snacks,Chips,No,58127.0,1499,3671
2026-03-26,South,Dairy,Milk,No,79567.0,3240,3718
2026-03-26,East,Beverages,Energy Drink,Yes,81125.7,2277,2363
2026-03-26,East,Snacks,Biscuits,Yes,143331.22,2918,3197
2026-03-26,East,Dairy,Yogurt,Yes,99901.69,2668,2157
2026-03-26,West,Beverages,Cola,No,140247.0,3407,4791
2026-03-26,West,Snacks,Chips,No,69025.0,1739,1794
2026-03-26,West,Dairy,Yogurt,Yes,155030.54,3728,2008
2026-03-27,North,Beverages,Juice,Yes,161114.07,5450,3891
2026-03-27,North,Snacks,Biscuits,No,108065.0,2550,2742
2026-03-27,North,Dairy,Milk,Yes,72918.84,3508,2686
2026-03-27,South,Beverages,Energy Drink,Yes,149909.97,3690,3443
2026-03-27,South,Snacks,Chips,No,67575.0,1926,4340
2026-03-27,South,Dairy,Cheese,No,74114.0,1626,4525
2026-03-27,East,Beverages,Juice,Yes,82757.21,3947,622
2026-03-27,East,Snacks,Biscuits,No,79170.0,1872,2161
2026-03-27,East,Dairy,Milk,Yes,100891.59,2035,4513
2026-03-27,West,Beverages,Energy Drink,No,109971.0,2358,4002
2026-03-27,West,Snacks,Biscuits,Yes,171257.99,5452,3063
2026-03-27,West,Dairy,Yogurt,Yes,133943.93,3973,847
2026-03-28,North,Beverages,Cola,No,146360.0,6911,3673
2026-03-28,North,Snacks,Namkeen,Yes,88913.8,2783,2994
2026-03-28,North,Dairy,Yogurt,No,71821.0,2198,946
2026-03-28,South,Beverages,Energy Drink,Yes,149414.4,4453,4601
2026-03-28,South,Snacks,Chips,Yes,175065.74,4282,1608
2026-03-28,South,Dairy,Yogurt,No,92396.0,2755,1965
2026-03-28,East,Beverages,Juice,Yes,123520.6,4155,1843
2026-03-28,East,Snacks,Namkeen,Yes,70269.02,2098,3473
2026-03-28,East,Dairy,Milk,No,145272.0,3321,4691
2026-03-28,West,Beverages,Energy Drink,Yes,126047.35,5912,1899
2026-03-28,West,Snacks,Biscuits,Yes,96944.64,3821,920
2026-03-28,West,Dairy,Yogurt,No,90569.0,2161,4155
2026-03-29,North,Beverages,Juice,Yes,89580.35,1835,528
2026-03-29,North,Snacks,Namkeen,No,51600.0,1528,4584
2026-03-29,North,Dairy,Cheese,Yes,177000.96,6522,4397
2026-03-29,South,Beverages,Juice,No,107917.0,4821,553
2026-03-29,South,Snacks,Chips,No,131233.0,3377,2200
2026-03-29,South,Dairy,Milk,Yes,77522.16,2544,1690
2026-03-29,East,Beverages,Cola,No,93399.0,1961,901
2026-03-29,East,Snacks,Chips,No,73363.0,2953,2829
2026-03-29,East,Dairy,Cheese,Yes,145306.76,4716,793
2026-03-29,West,Beverages,Cola,No,92312.0,2972,3604
2026-03-29,West,Snacks,Chips,No,122151.0,5565,4356
2026-03-29,West,Dairy,Milk,Yes,191514.06,6410,3889
2026-03-30,North,Beverages,Energy Drink,Yes,164178.89,7550,4833
2026-03-30,North,Snacks,Chips,No,144905.0,3563,2852
2026-03-30,North,Dairy,Yogurt,No,84034.0,2349,3398
2026-03-30,South,Beverages,Cola,No,118118.0,2820,4577
2026-03-30,South,Snacks,Biscuits,Yes,151931.09,5291,2085
2026-03-30,South,Dairy,Milk,Yes,65868.93,1500,2198
2026-03-30,East,Beverages,Energy Drink,No,104269.0,4880,3364
2026-03-30,East,Snacks,Namkeen,Yes,66521.71,1634,2584
2026-03-30,East,Dairy,Milk,No,89358.0,2538,3153
2026-03-30,West,Beverages,Cola,Yes,167869.48,5265,738
2026-03-30,West,Snacks,Chips,Yes,125997.12,2643,4424
2026-03-30,West,Dairy,Yogurt,Yes,153571.4,6227,4273
2026-03-31,North,Beverages,Energy Drink,No,110616.0,2541,3891
2026-03-31,North,Snacks,Namkeen,Yes,140751.33,3371,3084
2026-03-31,North,Dairy,Cheese,Yes,98416.03,3285,3396
2026-03-31,South,Beverages,Cola,Yes,117318.76,3888,3573
2026-03-31,South,Snacks,Namkeen,Yes,160006.99,6245,1457
2026-03-31,South,Dairy,Yogurt,No,143040.0,6828,3890
2026-03-31,East,Beverages,Cola,No,81148.0,2605,2979
2026-03-31,East,Snacks,Chips,No,72939.0,3121,806
2026-03-31,East,Dairy,Milk,Yes,135402.03,3079,4596
2026-03-31,West,Beverages,Cola,Yes,130243.89,3103,4789
2026-03-31,West,Snacks,Biscuits,No,68781.0,1596,1304
2026-03-31,West,Dairy,Cheese,Yes,101297.94,2998,4779
2026-04-01,North,Beverages,Cola,Yes,125221.68,3083,1213
2026-04-01,North,Snacks,Biscuits,No,56047.0,2427,3059
2026-04-01,North,Dairy,Milk,No,133735.0,2859,3128
2026-04-01,South,Beverages,Cola,Yes,103583.03,3502,4113
2026-04-01,South,Snacks,Namkeen,Yes,98151.39,3479,624
2026-04-01,South,Dairy,Cheese,Yes,97328.38,2667,2720
2026-04-01,East,Beverages,Cola,No,125246.0,4580,1083
2026-04-01,East,Snacks,Biscuits,No,120854.0,3628,1565
2026-04-01,East,Dairy,Milk,No,138538.0,6439,3642
2026-04-01,West,Beverages,Cola,Yes,128937.54,3134,4152
2026-04-01,West,Snacks,Namkeen,No,90952.0,3034,2123
2026-04-01,West,Dairy,Cheese,Yes,198144.39,5350,1261
2026-04-02,North,Beverages,Energy Drink,No,62748.0,1863,4312
2026-04-02,North,Snacks,Biscuits,Yes,90686.86,1934,2613
2026-04-02,North,Dairy,Yogurt,No,74032.0,1806,3206
2026-04-02,South,Beverages,Juice,No,113898.0,5447,4393
2026-04-02,South,Snacks,Chips,No,112737.0,3331,1899
2026-04-02,South,Dairy,Yogurt,No,129225.0,3470,4661
2026-04-02,East,Beverages,Cola,No,143621.0,3271,3169
2026-04-02,East,Snacks,Namkeen,Yes,112878.94,3524,3886
2026-04-02,East,Dairy,Milk,Yes,139813.56,4055,1041
2026-04-02,West,Beverages,Juice,Yes,180061.0,4136,4066
2026-04-02,West,Snacks,Namkeen,No,121372.0,2973,1917
2026-04-02,West,Dairy,Cheese,Yes,202626.94,5443,4486
2026-04-03,North,Beverages,Cola,No,92647.0,2527,4147
2026-04-03,North,Snacks,Chips,No,103188.0,4671,1390
2026-04-03,North,Dairy,Cheese,No,92914.0,2667,1003
2026-04-03,South,Beverages,Cola,Yes,93184.3,1978,501
2026-04-03,South,Snacks,Chips,Yes,137740.55,4345,4163
2026-04-03,South,Dairy,Milk,Yes,189934.41,6551,2994
2026-04-03,East,Beverages,Juice,No,61703.0,1646,4681
2026-04-03,East,Snacks,Biscuits,Yes,99073.0,2106,935
2026-04-03,East,Dairy,Milk,No,64378.0,1404,755
2026-04-03,West,Beverages,Cola,No,142041.0,3767,3106
2026-04-03,West,Snacks,Namkeen,No,103219.0,3282,4965
2026-04-03,West,Dairy,Milk,Yes,128149.01,3495,3451
2026-04-04,North,Beverages,Juice,Yes,122866.98,3063,1600
2026-04-04,North,Snacks,Chips,Yes,149119.6,3581,4487
2026-04-04,North,Dairy,Cheese,No,67796.0,3007,3906
2026-04-04,South,Beverages,Juice,No,131690.0,5185,4673
2026-04-04,South,Snacks,Biscuits,No,100425.0,3275,2022
2026-04-04,South,Dairy,Yogurt,Yes,157119.22,3747,4610
2026-04-04,East,Beverages,Juice,No,121587.0,3260,774
2026-04-04,East,Snacks,Chips,No,142390.0,4584,4444
2026-04-04,East,Dairy,Cheese,Yes,90517.56,2528,2789
2026-04-04,West,Beverages,Juice,Yes,162119.09,7156,4370
2026-04-04,West,Snacks,Namkeen,Yes,180178.83,4100,3059
2026-04-04,West,Dairy,Cheese,Yes,119785.0,5893,4219
2026-04-05,North,Beverages,Energy Drink,No,125230.0,2980,3948
2026-04-05,North,Snacks,Biscuits,No,87907.0,3512,2990
2026-04-05,North,Dairy,Cheese,No,58050.0,1493,1885
2026-04-05,South,Beverages,Energy Drink,Yes,190041.81,4293,723
2026-04-05,South,Snacks,Biscuits,No,60814.0,2554,1129
2026-04-05,South,Dairy,Yogurt,No,67372.0,1751,2754
2026-04-05,East,Beverages,Juice,Yes,166823.35,6609,1738
2026-04-05,East,Snacks,Namkeen,No,98466.0,2225,2640
2026-04-05,East,Dairy,Cheese,Yes,131074.65,3659,771
2026-04-05,West,Beverages,Juice,Yes,88245.66,1976,4562
2026-04-05,West,Snacks,Biscuits,No,81188.0,2038,1870
2026-04-05,West,Dairy,Milk,No,57120.0,1454,1450
2026-04-06,North,Beverages,Cola,Yes,135157.45,4654,4862
2026-04-06,North,Snacks,Chips,No,139589.0,3390,4387
2026-04-06,North,Dairy,Yogurt,Yes,162684.84,7992,4176
2026-04-06,South,Beverages,Juice,No,119501.0,2951,836
2026-04-06,South,Snacks,Chips,No,106595.0,2782,2733
2026-04-06,South,Dairy,Yogurt,No,85007.0,1928,2591
2026-04-06,East,Beverages,Energy Drink,No,110438.0,2556,2480
2026-04-06,East,Snacks,Namkeen,Yes,141925.58,3486,1973
2026-04-06,East,Dairy,Yogurt,Yes,152354.88,6913,3868
2026-04-06,West,Beverages,Cola,Yes,172543.27,6490,2820
2026-04-06,West,Snacks,Biscuits,Yes,60294.33,2649,2276
2026-04-06,West,Dairy,Cheese,Yes,198123.05,8769,1564
2026-04-07,North,Beverages,Juice,Yes,84447.54,3059,4325
2026-04-07,North,Snacks,Namkeen,Yes,165289.77,3315,3997
2026-04-07,North,Dairy,Cheese,No,83729.0,3368,1106
2026-04-07,South,Beverages,Juice,Yes,121869.4,2443,2615
2026-04-07,South,Snacks,Biscuits,Yes,120764.94,2445,2143
2026-04-07,South,Dairy,Cheese,No,73388.0,1864,1388
2026-04-07,East,Beverages,Cola,No,78624.0,2046,1370
2026-04-07,East,Snacks,Biscuits,No,63538.0,3019,1076
2026-04-07,East,Dairy,Cheese,No,108442.0,5273,4577
2026-04-07,West,Beverages,Cola,Yes,71412.72,2551,3201
2026-04-07,West,Snacks,Biscuits,Yes,154261.34,3576,4416
2026-04-07,West,Dairy,Yogurt,No,145389.0,3347,1074
2026-04-08,North,Beverages,Energy Drink,Yes,61292.59,1506,4449
2026-04-08,North,Snacks,Chips,No,93704.0,2316,3781
2026-04-08,North,Dairy,Milk,Yes,123375.59,2526,1159
2026-04-08,South,Beverages,Juice,No,134907.0,5170,822
2026-04-08,South,Snacks,Biscuits,Yes,116706.47,2488,3443
2026-04-08,South,Dairy,Yogurt,Yes,163702.9,6373,792
2026-04-08,East,Beverages,Cola,Yes,201915.2,7435,3684
2026-04-08,East,Snacks,Chips,No,115494.0,3206,4180
2026-04-08,East,Dairy,Milk,Yes,105505.64,2418,850
2026-04-08,West,Beverages,Juice,Yes,104343.98,2607,4254
2026-04-08,West,Snacks,Namkeen,Yes,187416.01,3925,802
2026-04-08,West,Dairy,Cheese,Yes,147864.73,4331,875
2026-04-09,North,Beverages,Cola,Yes,59751.19,2779,3017
2026-04-09,North,Snacks,Chips,No,130114.0,5179,1023
2026-04-09,North,Dairy,Milk,Yes,147232.56,3827,1016
2026-04-09,South,Beverages,Cola,No,94216.0,2124,3793
2026-04-09,South,Snacks,Biscuits,Yes,177762.96,7369,2246
2026-04-09,South,Dairy,Milk,Yes,105154.88,3726,3900
2026-04-09,East,Beverages,Cola,No,122536.0,4911,2495
2026-04-09,East,Snacks,Namkeen,Yes,76252.88,1678,3581
2026-04-09,East,Dairy,Milk,Yes,127966.22,6329,1230
2026-04-09,West,Beverages,Energy Drink,No,104555.0,2562,4399
2026-04-09,West,Snacks,Namkeen,Yes,88029.33,3129,4189
2026-04-09,West,Dairy,Yogurt,Yes,93514.24,4425,1974
2026-04-10,North,Beverages,Energy Drink,No,130222.0,2684,2967
2026-04-10,North,Snacks,Biscuits,No,50599.0,1377,2072
2026-04-10,North,Dairy,Milk,Yes,158471.38,3699,4921
2026-04-10,South,Beverages,Energy Drink,Yes,147545.71,3709,2764
2026-04-10,South,Snacks,Chips,Yes,86724.65,2138,4386
2026-04-10,South,Dairy,Yogurt,Yes,92295.98,4334,3483
2026-04-10,East,Beverages,Juice,Yes,125737.62,3265,4212
2026-04-10,East,Snacks,Chips,Yes,164065.77,4542,1794
2026-04-10,East,Dairy,Milk,No,117489.0,5003,2427
2026-04-10,West,Beverages,Energy Drink,No,127687.0,3414,3932
2026-04-10,West,Snacks,Chips,No,80154.0,1848,3171
2026-04-10,West,Dairy,Milk,Yes,107131.66,2324,3576
2026-04-11,North,Beverages,Cola,Yes,142518.53,6588,4070
2026-04-11,North,Snacks,Chips,Yes,160595.03,5078,1617
2026-04-11,North,Dairy,Yogurt,Yes,160414.54,5710,3251
2026-04-11,South,Beverages,Cola,Yes,178810.23,6292,1410
2026-04-11,South,Snacks,Biscuits,No,104817.0,4169,3314
2026-04-11,South,Dairy,Milk,No,129119.0,5226,1892
2026-04-11,East,Beverages,Energy Drink,Yes,75042.69,2104,2273
2026-04-11,East,Snacks,Namkeen,No,110655.0,3899,4007
2026-04-11,East,Dairy,Cheese,Yes,98830.21,2643,1720
2026-04-11,West,Beverages,Energy Drink,Yes,146038.44,6888,4355
2026-04-11,West,Snacks,Namkeen,Yes,133234.03,3875,1302
2026-04-11,West,Dairy,Yogurt,No,81524.0,3624,601
2026-04-12,North,Beverages,Energy Drink,No,78574.0,3276,2923
2026-04-12,North,Snacks,Chips,Yes,64792.84,2223,4262
2026-04-12,North,Dairy,Cheese,Yes,135828.28,5622,3820
2026-04-12,South,Beverages,Cola,No,132157.0,3895,511
2026-04-12,South,Snacks,Namkeen,Yes,137413.17,4582,767
2026-04-12,South,Dairy,Yogurt,No,148682.0,5292,4943
2026-04-12,East,Beverages,Energy Drink,Yes,157107.96,3384,949
2026-04-12,East,Snacks,Namkeen,No,56758.0,2432,3494
2026-04-12,East,Dairy,Yogurt,Yes,118471.5,3003,1048
2026-04-12,West,Beverages,Energy Drink,Yes,95014.14,3498,1430
2026-04-12,West,Snacks,Namkeen,No,146649.0,3044,2218
2026-04-12,West,Dairy,Cheese,Yes,110938.46,3959,3964
2026-04-13,North,Beverages,Juice,Yes,70656.57,2104,4607
2026-04-13,North,Snacks,Namkeen,Yes,146557.77,3632,4865
2026-04-13,North,Dairy,Yogurt,No,131389.0,4232,1037
2026-04-13,South,Beverages,Cola,No,61443.0,2742,1964
2026-04-13,South,Snacks,Biscuits,Yes,73947.42,3165,1712
2026-04-13,South,Dairy,Yogurt,Yes,96441.47,2484,2901
2026-04-13,East,Beverages,Juice,Yes,134987.59,4051,675
2026-04-13,East,Snacks,Biscuits,Yes,64460.09,1463,4756
2026-04-13,East,Dairy,Cheese,No,103961.0,2782,3173
2026-04-13,West,Beverages,Juice,No,110031.0,3778,1580
2026-04-13,West,Snacks,Biscuits,Yes,98207.18,3152,2860
2026-04-13,West,Dairy,Milk,Yes,114126.83,2344,1817
2026-04-14,North,Beverages,Energy Drink,No,73891.0,1501,1757
2026-04-14,North,Snacks,Chips,Yes,72662.85,2463,1536
2026-04-14,North,Dairy,Yogurt,No,98453.0,3855,784
2026-04-14,South,Beverages,Energy Drink,No,95068.0,3890,4173
2026-04-14,South,Snacks,Namkeen,Yes,142790.68,2998,3814
2026-04-14,South,Dairy,Yogurt,Yes,151667.39,6144,4974
2026-04-14,East,Beverages,Energy Drink,No,134835.0,3275,4382
2026-04-14,East,Snacks,Biscuits,Yes,163615.23,3432,3274
2026-04-14,East,Dairy,Cheese,Yes,181451.28,8558,1457
2026-04-14,West,Beverages,Juice,Yes,131921.31,4957,3427
2026-04-14,West,Snacks,Chips,No,57213.0,1495,2098
2026-04-14,West,Dairy,Cheese,Yes,100145.39,4449,4149
2026-04-15,North,Beverages,Energy Drink,Yes,142642.95,4109,4690
2026-04-15,North,Snacks,Chips,No,102108.0,4178,4003
2026-04-15,North,Dairy,Yogurt,No,98867.0,4854,3325
2026-04-15,South,Beverages,Juice,No,108402.0,2344,1217
2026-04-15,South,Snacks,Chips,No,147193.0,2956,4124
2026-04-15,South,Dairy,Yogurt,Yes,202294.95,6183,3893
2026-04-15,East,Beverages,Cola,Yes,80000.04,2336,4803
2026-04-15,East,Snacks,Biscuits,Yes,169066.54,7463,3854
2026-04-15,East,Dairy,Cheese,No,104331.0,4132,4285
2026-04-15,West,Beverages,Energy Drink,Yes,87976.18,2797,4518
2026-04-15,West,Snacks,Chips,No,126704.0,4351,4296
2026-04-15,West,Dairy,Milk,Yes,57677.15,1988,4371
2026-04-16,North,Beverages,Cola,No,104677.0,4124,2504
2026-04-16,North,Snacks,Chips,Yes,107738.75,2193,3463
2026-04-16,North,Dairy,Cheese,No,124130.0,3752,2612
2026-04-16,South,Beverages,Energy Drink,No,140996.0,3165,3557
2026-04-16,South,Snacks,Namkeen,Yes,96524.43,4436,3118
2026-04-16,South,Dairy,Yogurt,Yes,111271.9,3948,3936
2026-04-16,East,Beverages,Energy Drink,No,56385.0,1964,4838
2026-04-16,East,Snacks,Namkeen,Yes,135911.73,3499,1274
